,0,1,2,3,4,5,7
0,5,5,5,5,5,5,10
1,5,5,5,5,5,5,10
2,4,4,5,5,5,5,9
3,4,4,4,5,5,4,9
4,5,5,5,5,5,5,10
5,4,4,5,4,4,5,9
6,5,5,5,5,5,5,10
7,4,4,4,4,4,4,8
8,4,3,3,3,2,3,4
9,5,5,5,5,5,5,10
10,5,5,5,5,5,5,10
11,5,5,5,5,5,5,10
12,5,5,5,5,5,5,10
13,5,5,5,5,5,5,10
14,5,5,5,5,5,5,10
15,5,5,5,5,5,5,10
16,5,5,5,5,5,5,10
17,4,3,4,4,4,4,10
18,5,5,5,5,5,5,9
19,5,5,5,5,5,4,8
20,4,4,4,4,4,4,9
21,5,5,5,5,5,5,9
22,4,4,4,4,4,4,9
23,5,5,5,5,5,5,10
24,5,5,5,4,5,5,10
25,4,4,4,4,4,4,9
26,5,4,5,5,5,5,10
