,0,1,2,3,4,5,7
0,5,5,5,5,5,5,10
1,5,5,5,5,5,5,8
2,5,5,5,5,5,5,10
3,5,5,5,5,5,5,10
4,5,5,5,5,5,5,9
5,5,5,5,5,5,5,9
6,5,5,5,5,5,5,10
7,5,5,5,5,5,5,9
8,5,5,5,5,5,5,7
9,5,5,5,5,5,5,10
10,5,5,5,5,5,5,10
11,5,5,5,5,5,5,10
12,5,5,5,5,5,5,10
13,5,5,5,5,5,5,9
14,5,5,5,5,5,5,10
15,5,5,5,5,5,5,9
16,5,5,5,5,5,5,10
17,5,5,5,5,5,5,10
18,5,5,5,5,5,5,10
19,5,5,5,5,5,5,10
20,5,5,5,5,5,5,8
21,5,5,5,5,5,5,9
22,5,5,5,5,5,5,7
23,5,5,5,5,5,5,10
24,5,5,5,5,5,5,10
25,5,5,5,5,5,5,10
26,5,5,5,5,5,5,9
27,5,5,5,5,5,5,8
28,5,5,5,5,5,5,10
